Author,Committer,Date,Message,Check Runs,Weekday,Year and Month
Vizvezdenec,Disservin,2024-02-11 18:53:45+00:00,Adjust best value in main search depending on depth  This patch does similar thing to how it's done for qsearch - in case of fail high adjust result to lower value. Difference is that it is done only for non-pv nodes and it's depth dependent - so lower depth entries will have bigger adjustment and higher depth entries will have smaller adjustment.  Passed STC: https://tests.stockfishchess.org/tests/view/65c3c0cbc865510db0283b21 LLR: 2.96 (-2.94;2.94) <0.00;2.00> Total: 112032 W: 29142 L: 28705 D: 54185 Ptnml(0-2): 479; 13152; 28326; 13571; 488  Passed LTC: https://tests.stockfishchess.org/tests/view/65c52e62c865510db02855d5 LLR: 2.96 (-2.94;2.94) <0.50;2.50> Total: 132480 W: 33457 L: 32936 D: 66087 Ptnml(0-2): 67; 14697; 36222; 15156; 98  closes https://github.com/official-stockfish/Stockfish/pull/5047  Bench: 1168241,True,6,2024-02-01
Disservin,Disservin,2024-02-11 18:52:00+00:00,Assorted cleanups  Assorted cleanups  closes https://github.com/official-stockfish/Stockfish/pull/5046  No functional change  Co-Authored-By: Shahin M. Shahin <41402573+peregrineshahin@users.noreply.github.com> Co-Authored-By: cj5716 <125858804+cj5716@users.noreply.github.com>,True,6,2024-02-01
GoldenRare,Disservin,2024-02-11 18:46:55+00:00,Remove unnecessary assignments related to adjusted static evaluation  In both search and qsearch; there are instances where we do unadjustedStaticEval = ss->staticEval = eval/bestValue = tte->eval(); but immediately after re-assign ss-static and eval/bestValue to some new value; which makes the initial assignment redundant.  closes https://github.com/official-stockfish/Stockfish/pull/5045  No functional change,True,6,2024-02-01
Disservin,Disservin,2024-02-11 18:40:33+00:00,Update CI actions  - Update codeql to v3 - Switch from dev-drprasad to native github cli - Update softprops/action-gh-release to node 20 commit  `thollander/actions-comment-pull-request` needs to be bumped to node20 too; but the author hasnt done so atm  closes https://github.com/official-stockfish/Stockfish/pull/5044  No functional change,True,6,2024-02-01
mstembera,Disservin,2024-02-09 18:06:25+00:00,Fix the alignment of the transformer buffer  Fixes the issue mentioned in https://github.com/official-stockfish/Stockfish/commit/584d9efedcde330eeb96a99215552ddfb06f52ba#r138417600. Thanks to @cj5716 and @peregrineshahin for spotting this!  closes https://github.com/official-stockfish/Stockfish/pull/5042  No functional change,True,4,2024-02-01
XInTheDark,Disservin,2024-02-09 18:06:25+00:00,Remove check extension  Passed simplification STC: https://tests.stockfishchess.org/tests/view/65c38d2ac865510db02836cf LLR: 2.93 (-2.94;2.94) <-1.75;0.25> Total: 52288 W: 13578 L: 13371 D: 25339 Ptnml(0-2): 197; 6171; 13265; 6250; 261  Passed simplification LTC: https://tests.stockfishchess.org/tests/view/65c4470ec865510db0284473 LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 44958 W: 11255 L: 11055 D: 22648 Ptnml(0-2): 37; 4962; 12274; 5176; 30  closes https://github.com/official-stockfish/Stockfish/pull/5041  Bench: 1116591,True,4,2024-02-01
gahtan-syarif,Disservin,2024-02-09 18:06:25+00:00,Simplify opponent movecount reduction  This removes the reduction decrease that occured when the previous ply had a movecount greater than 7.  Passed STC: https://tests.stockfishchess.org/tests/view/65c3f6dac865510db0283ef6 LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 11968 W: 3205 L: 2953 D: 5810 Ptnml(0-2): 38; 1310; 3064; 1506; 66  Passed LTC: https://tests.stockfishchess.org/tests/view/65c42377c865510db0284217 LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 35676 W: 9113 L: 8905 D: 17658 Ptnml(0-2): 22; 3893; 9802; 4097; 24  closes https://github.com/official-stockfish/Stockfish/pull/5040  Bench: 1148379,True,4,2024-02-01
cj5716,Disservin,2024-02-09 18:06:25+00:00,Remove simple eval  With the recent introduction of the dual NNUE; the need for simple eval is no longer there.  Passed STC: https://tests.stockfishchess.org/tests/view/65c1f735c865510db0281652 LLR: 2.96 (-2.94;2.94) <-1.75;0.25> Total: 85312 W: 22009 L: 21837 D: 41466 Ptnml(0-2): 334; 10155; 21567; 10205; 395  Passed LTC: https://tests.stockfishchess.org/tests/view/65c2d64bc865510db0282810 LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 49956 W: 12596 L: 12402 D: 24958 Ptnml(0-2): 28; 5553; 13624; 5743; 30  closes https://github.com/official-stockfish/Stockfish/pull/5037  Bench 1213676,True,4,2024-02-01
locutus2,Disservin,2024-02-09 18:06:25+00:00,Tweak capture scoring for move ordering  Move divisor from capture scoring to good capture check and sligthly increase it.  This has several effects: - its a speedup because for quience and probcut   search the division now never happens. For main   search its delayed and can be avoided if a good   capture triggers a cutoff - through the higher resolution of scores we have   a more granular sorting  STC: https://tests.stockfishchess.org/tests/view/65bf2a93c865510db027dc27 LLR: 2.93 (-2.94;2.94) <0.00;2.00> Total: 470016 W: 122150 L: 121173 D: 226693 Ptnml(0-2): 2133; 55705; 118374; 56644; 2152  LTC: https://tests.stockfishchess.org/tests/view/65c1d16dc865510db0281339 LLR: 2.96 (-2.94;2.94) <0.50;2.50> Total: 98988 W: 25121 L: 24667 D: 49200 Ptnml(0-2): 77; 10998; 26884; 11464; 71  closes https://github.com/official-stockfish/Stockfish/pull/5036  Bench: 1233867,True,4,2024-02-01
Disservin,Disservin,2024-02-09 18:06:25+00:00,Refactor the CI workflows  This refactors the CI workflows to group some logic and makes sure that all (pre)release binaries are actually tested.  The screenshot below shows the execution logic of the reworked ci; https://github.com/Disservin/Stockfish/actions/runs/7773581379. You can also hover over the cards to see the execution flow.  The `matrix.json` and `arm_matrix.json` define the binaries which will be uploaded to GitHub. Afterwards a matrix is created and each job compiles a profile guided build for that arch and uploads that as an artifact to GitHub. The Binaries/ARM_Binaries workflow's are called when the previous step has been completed; and uploads all artifacts to the (pre)release.  This also fixes some indentations and renames the workflows; see https://github.com/official-stockfish/Stockfish/actions; where every workflow is called `Stockfish` vs https://github.com/Disservin/Stockfish/actions. It also increases the parallel compilation used for make from `-j2 to -j4`.  It now also prevents the prerelease action from running on forks.  A test release can be viewed here https://github.com/Disservin/Stockfish/releases.  closes https://github.com/official-stockfish/Stockfish/pull/5035  No functional change,True,4,2024-02-01
FauziAkram,Disservin,2024-02-09 18:06:24+00:00,Assorted trivial cleanups  Renaming doubleExtensions variable to multiExtensions; since now we have also triple extensions.  Some extra cleanups.  Recent tests used to measure the elo worth: https://tests.stockfishchess.org/tests/view/659fd0c379aa8af82b96abc3 https://tests.stockfishchess.org/tests/view/65a8f3da79aa8af82b9751e3 https://tests.stockfishchess.org/tests/view/65b51824c865510db0272740 https://tests.stockfishchess.org/tests/view/65b58fbfc865510db0272f5b  closes https://github.com/official-stockfish/Stockfish/pull/5032  No functional change,True,4,2024-02-01
XInTheDark,vondele,2024-02-03 16:40:07+00:00,VVLTC search tune  Search parameters were tuned at 60+0.6 8-thread. Link to the tuning attempt: https://tests.stockfishchess.org/tests/view/65b84e8dc865510db0276030  The most significant change is the triple extension parameter; from 200 to 78. This presumably improves scaling. Additionally; the value < singularBeta - 2 condition for double extensions was removed. This can simply be considered a parameter tweak from 2 to 0.  Passed VVLTC: https://tests.stockfishchess.org/tests/view/65baec69c865510db0278f19 LLR: 2.94 (-2.94;2.94) <0.00;2.00> Total: 26136 W: 6564 L: 6305 D: 13267 Ptnml(0-2): 2; 2413; 7977; 2676; 0  Passed VVLTC vs passed PR #5027: https://tests.stockfishchess.org/tests/view/65bc2adfc865510db027a561 LLR: 2.95 (-2.94;2.94) <0.50;2.50> Total: 52968 W: 13372 L: 13046 D: 26550 Ptnml(0-2): 4; 4944; 16265; 5264; 7  STC Elo estimate: https://tests.stockfishchess.org/tests/view/65be5514c865510db027cbc5  closes https://github.com/official-stockfish/Stockfish/pull/5029  Bench: 1478189,True,5,2024-02-01
gab8192,vondele,2024-02-03 16:30:41+00:00,Simplify LMR condition  Apply LMR on captures the same way it is applied on quiets  Passed Non-Reg STC: https://tests.stockfishchess.org/tests/view/65bbf39bc865510db027a14a LLR: 2.93 (-2.94;2.94) <-1.75;0.25> Total: 77152 W: 19970 L: 19791 D: 37391 Ptnml(0-2): 304; 9159; 19496; 9288; 329  Passed Non-Reg LTC: https://tests.stockfishchess.org/tests/view/65bc8889c865510db027ac9e LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 103230 W: 25997 L: 25858 D: 51375 Ptnml(0-2): 71; 11687; 27958; 11830; 69  Hit rate of removed condition (!ss->ttPv || !capture || (cutNode && (ss - 1)->moveCount > 1)) Total 1253801 Hits 1228904 Hit Rate (%) 98.0143  Hit rate of previous LMR (depth >= 2 && moveCount > 1 + rootNode && ...) Total 1253801 Hits 727234 Hit Rate (%) 58.0023  Hit rate of simplified LMR (depth >= 2 && moveCount > 1 + rootNode) Total 1201839 Hits 713540 Hit Rate (%) 59.3707  closes https://github.com/official-stockfish/Stockfish/pull/5028  Bench: 1438224,True,5,2024-02-01
Viren6,vondele,2024-02-03 16:26:42+00:00,Introduce Triple Extensions  This replaces singularquietLMR with triple instead of double extending non-capture ttmoves that have value far below singularBeta. This threshold value is initially set to 200; there is scope for more scaling by reducing it as occured with double extensions.  Passed STC: https://tests.stockfishchess.org/tests/view/65b683b8c865510db0274074 LLR: 2.95 (-2.94;2.94) <0.00;2.00> Total: 222912 W: 58141 L: 57535 D: 107236 Ptnml(0-2): 1063; 26244; 56154; 27014; 981  Passed LTC: https://tests.stockfishchess.org/tests/view/65bae6d4c865510db0278eb5 LLR: 2.94 (-2.94;2.94) <0.50;2.50> Total: 66306 W: 16825 L: 16440 D: 33041 Ptnml(0-2): 40; 7374; 17952; 7735; 52  closes https://github.com/official-stockfish/Stockfish/pull/5027  bench 1394701,True,5,2024-02-01
FauziAkram,vondele,2024-02-03 16:09:05+00:00,Simplify the extension formula  Simplify the extension formula in the case of cutNode by removing the depth condition and always setting extension to -2.  Passed STC: LLR: 2.97 (-2.94;2.94) <-1.75;0.25> Total: 277280 W: 70760 L: 70802 D: 135718 Ptnml(0-2): 971; 31775; 73153; 31807; 934 https://tests.stockfishchess.org/tests/view/65ad08f779aa8af82b979dd6  Passed LTC: LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 452976 W: 112992 L: 113215 D: 226769 Ptnml(0-2): 266; 51041; 124112; 50788; 281 https://tests.stockfishchess.org/tests/view/65ae466fc865510db026a760  closes https://github.com/official-stockfish/Stockfish/pull/5021  Bench: 1492957,True,5,2024-02-01
Disservin,vondele,2024-02-03 15:55:10+00:00,Add Apple Silicon Runners to CI  GitHub CI runners are available for macOS 14; these runners are using apple silicon chips (M1). https://github.blog/changelog/2024-01-30-github-actions-introducing-the-new-m1-macos-runner-available-to-open-source/  closes https://github.com/official-stockfish/Stockfish/pull/5025  No functional change,True,5,2024-02-01
Disservin,vondele,2024-02-03 15:50:31+00:00,Refactor pv printing  Also fix the case which is currently printing depth 0.  fixes #5019 closes https://github.com/official-stockfish/Stockfish/pull/5020  No functional change,True,5,2024-02-01
Disservin,vondele,2024-02-03 15:43:23+00:00,Simplify array initializations  also retire a few std::memset calls.  Passed non-regresion STC: https://tests.stockfishchess.org/tests/view/65b8e162c865510db0276901 LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 97504 W: 25294 L: 25140 D: 47070 Ptnml(1-2): 378; 11102; 25667; 11198; 407  closes https://github.com/official-stockfish/Stockfish/pull/5018  No functional change,True,5,2024-02-01
Viren6,Disservin,2024-01-26 20:15:07+00:00,Use ttPv in depth condition of singular extensions  This replaces the PvNode condition and tte Pv call previously with using the precomputed ttPv; and also removes the multiplier of 2.  This new depth condition occurs with approximately equal frequency (47%) to the old depth condition (measured when the other conditions in the if are true); so non-linear scaling behaviour isn't expected.  Passed Non-Reg STC: https://tests.stockfishchess.org/tests/view/65b0e132c865510db026da27 LLR: 2.97 (-2.94;2.94) <-1.75;0.25> Total: 243232 W: 62432 L: 62437 D: 118363 Ptnml(0-2): 910; 28937; 61900; 28986; 883  Passed Non-Reg LTC: https://tests.stockfishchess.org/tests/view/65b2053bc865510db026eea1 LLR: 2.94 (-2.94;2.94) <-1.75;0.25> Total: 190596 W: 47666 L: 47618 D: 95312 Ptnml(0-2): 115; 21710; 51596; 21766; 111  closes https://github.com/official-stockfish/Stockfish/pull/5015  Bench: 1492957,True,4,2024-01-01
wcdbmv,Disservin,2024-01-26 20:00:41+00:00,Move OnChange callback in Option ctors  Parameter 'f' is passed by value and only copied once. Moving it to avoid unnecessary copies.  closes https://github.com/official-stockfish/Stockfish/pull/5014  No functional change,True,4,2024-01-01
Vizvezdenec,Disservin,2024-01-26 19:55:16+00:00,Do more double extensions  Parameter tweak from Black Marlin chess engine. Choose a significantly lower value that triggers in 95% of cases; compared to the usual 84% in standard benchmark runs.  Since the introduction by https://github.com/official-stockfish/Stockfish/commit/33a858eaa1f792b3413384a3d0993dba36aca92e this constant has only decreased in value over time. 2-16-17-18-21-22-25-26-52-71-75-93-140  Failed STC really fast: https://tests.stockfishchess.org/tests/view/65b11d05c865510db026df7b LLR: -2.94 (-2.94;2.94) <0.00;2.00> Total: 13216 W: 3242 L: 3485 D: 6489 Ptnml(0-2): 50; 1682; 3371; 1471; 34  Was reasonable at LTC:  https://tests.stockfishchess.org/tests/view/65b13e20c865510db026e210 Elo: 1.18 � 1.5 (95%) LOS: 94.3% Total: 50000 W: 12517 L: 12347 D: 25136 Ptnml(0-2): 31; 5598; 13579; 5754; 38 nElo: 2.45 � 3.0 (95%) PairsRatio: 1.03  Passed VLTC with STC bounds: https://tests.stockfishchess.org/tests/view/65b18870c865510db026e769 LLR: 2.95 (-2.94;2.94) <0.00;2.00> Total: 30456 W: 7726 L: 7448 D: 15282 Ptnml(0-2): 6; 3111; 8717; 3387; 7  Passed VVLTC with LTC bounds: https://tests.stockfishchess.org/tests/view/65b20b95c865510db026eef0 LLR: 2.95 (-2.94;2.94) <0.50;2.50> Total: 36134 W: 9158 L: 8859 D: 18117 Ptnml(0-2): 3; 3455; 10850; 3758; 1  closes https://github.com/official-stockfish/Stockfish/pull/5013  Bench: 1503692,True,4,2024-01-01
Disservin,Disservin,2024-01-26 19:52:26+00:00,Move perft out of search  This splits the logic of search and perft. Before; threads were started; which then constructed a search object; which then started perft and returned immediately. All of this is unnecessary; instead uci should start perft right away.  closes https://github.com/official-stockfish/Stockfish/pull/5008  No functional change,True,4,2024-01-01
FauziAkram,Disservin,2024-01-26 19:44:16+00:00,Refactor history score calculation  Passed STC: https://tests.stockfishchess.org/tests/view/65ad08b179aa8af82b979dd1 LLR: 2.93 (-2.94;2.94) <-1.75;0.25> Total: 161376 W: 41582 L: 41498 D: 78296 Ptnml(0-2): 633; 19354; 40611; 19476; 614  Passed LTC: https://tests.stockfishchess.org/tests/view/65af966fc865510db026c0f0 LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 116526 W: 29269 L: 29143 D: 58114 Ptnml(0-2): 71; 13252; 31509; 13342; 89  closes https://github.com/official-stockfish/Stockfish/pull/5006  Bench: 1317504,True,4,2024-01-01
FauziAkram,Disservin,2024-01-26 19:40:22+00:00,Remove redundant max operation on lmrDepth  Removed a restriction that prohibited history heuristics sum in futility pruning to exceed some negative value.  Passed STC: LLR: 2.93 (-2.94;2.94) <-1.75;0.25> Total: 279040 W: 71095 L: 71143 D: 136802 Ptnml(0-2): 949; 33574; 70474; 33622; 901 https://tests.stockfishchess.org/tests/view/65aaef4c79aa8af82b977631  Passed LTC: LLR: 2.95 (-2.94;2.94) <-1.75;0.25> Total: 75156 W: 18884 L: 18715 D: 37557 Ptnml(0-2): 52; 8445; 20408; 8628; 45 https://tests.stockfishchess.org/tests/view/65ae7ef3c865510db026abf5  closes https://github.com/official-stockfish/Stockfish/pull/5004  Bench: 1566543,True,4,2024-01-01
XInTheDark,Disservin,2024-01-21 11:49:30+00:00,VLTC search tune  Search parameters were tuned using 152k games at 180+1.8.  Passed VLTC: https://tests.stockfishchess.org/tests/view/65a7a81979aa8af82b973a20 LLR: 2.94 (-2.94;2.94) <0.00;2.00> Total: 117338 W: 29244 L: 28848 D: 59246 Ptnml(0-2): 24; 12474; 33267; 12890; 14  Passed VVLTC: https://tests.stockfishchess.org/tests/view/65ab246679aa8af82b977982 LLR: 2.94 (-2.94;2.94) <0.50;2.50> Total: 28164 W: 7239 L: 6957 D: 13968 Ptnml(0-2): 3; 2651; 8490; 2937; 1  STC Elo estimate: https://tests.stockfishchess.org/tests/view/65ac7c0979aa8af82b9792a6 Elo: -0.53 � 2.0 (95%) LOS: 30.4% Total: 30000 W: 7688 L: 7734 D: 14578 Ptnml(0-2): 102; 3617; 7614; 3559; 108 nElo: -1.03 � 3.9 (95%) PairsRatio: 0.99  closes https://github.com/official-stockfish/Stockfish/pull/5003  Bench: 1235377,True,6,2024-01-01
